Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean,CAR_ANN_INTRADAY_15M,CAR_ANN_INTRADAY_30M,CAR_ANN_INTRADAY_1H,CAR_ANN_INTRADAY_3H,CAR_ANN_INTRADAY_FULL,CAR_ANN_INTRADAY_TO_CLOSE,CAR_ANN_NEXT_OPEN_1H,CAR_ANN_NEXT_DAY,CAR_CLOSE_INTRADAY_15M,CAR_CLOSE_INTRADAY_30M,CAR_CLOSE_INTRADAY_1H,CAR_CLOSE_INTRADAY_3H,CAR_CLOSE_INTRADAY_FULL,CAR_CLOSE_INTRADAY_TO_CLOSE,CAR_CLOSE_NEXT_OPEN_1H,CAR_CLOSE_NEXT_DAY,CAR_ANN_1_1,CAR_ANN_3_3,CAR_ANN_5_5,CAR_ANN_10_10,BHAR_ANN_60,BHAR_ANN_120,BHAR_ANN_250,ANN_MODEL_TYPE,ANN_ESTIMATION_OBS,ANN_ROE,ANN_ROA,ANN_P_B,ANN_P_E,ANN_TOTAL_ASSETS,ANN_MARKET_CAP,ANN_LIQUIDITY_60D,ANN_VOLATILITY_60D,CAR_CLOSE_1_1,CAR_CLOSE_3_3,CAR_CLOSE_5_5,CAR_CLOSE_10_10,BHAR_CLOSE_60,BHAR_CLOSE_120,BHAR_CLOSE_250,CLOSE_MODEL_TYPE,CLOSE_ESTIMATION_OBS,CLOSE_PANEL_ROLE,CLOSE_EVENT_TRADE_DATE,CLOSE_ROE,CLOSE_ROA,CLOSE_P_B,CLOSE_P_E,CLOSE_TOTAL_ASSETS,CLOSE_MARKET_CAP,CLOSE_LIQUIDITY_60D,CLOSE_VOLATILITY_60D,DAYS_CREATE_TO_ANNOUNCEMENT,DIFF_CAR_ANN_MINUS_CREATE_1_1,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,CAR_ACT_1_1,CAR_ACT_3_3,CAR_ACT_5_5,CAR_ACT_10_10,BHAR_ACT_60,BHAR_ACT_120,BHAR_ACT_250,ACT_MODEL_TYPE,ACT_ESTIMATION_OBS,ACT_ROE,ACT_ROA,ACT_P_B,ACT_P_E,ACT_TOTAL_ASSETS,ACT_MARKET_CAP,ACT_LIQUIDITY_60D,ACT_VOLATILITY_60D,CAR_CREATE_1_1,CAR_CREATE_3_3,CAR_CREATE_5_5,CAR_CREATE_10_10,BHAR_CREATE_60,BHAR_CREATE_120,BHAR_CREATE_250,CREATE_MODEL_TYPE,CREATE_ESTIMATION_OBS,CREATE_ROE,CREATE_ROA,CREATE_P_B,CREATE_P_E,CREATE_TOTAL_ASSETS,CREATE_MARKET_CAP,CREATE_LIQUIDITY_60D,CREATE_VOLATILITY_60D
Сбер (Сбербанк),SBER,Регионы Финанс,29.06.2021,,28.05.2021,00:00,Завершена,,"100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,5.2021,,,31.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.815248,,4.307931,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-29,,2021-05-31,2021-06-29,0.0,2021-06-29,2021-06-29T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T15:46:17.869621+03:00,54,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Регионы Финанс,регионы финанс,2021-06-29,2021-05-28,2021-05-31,2021-06-29,,00:00,,100.0,Завершена,Полное приобретение,Рыночная,Параллельная,-0.0023242663232726658,-0.004072839153475806,-0.004085110104343791,-0.008957199908295448,0.0050424726152223775,-0.0006567539366074667,0.0013396501526952943,0.00818676351251113,,,,,,,,,-0.01725062791327281,-0.011566075959207445,-0.01734994578587068,-0.036431969131060726,0.056027442012414275,-0.06354132636393361,-0.590068605031036,market_adjusted,82.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.19621189268475725,0.012268948555099746,0.04672357164111485,0.04483509904867189,0.023960544944579443,0.050887383026783084,0.1112939657954175,-0.5834140045175861,market_adjusted,82.0,announcement_daily,2021-05-28,16.1,2.3,1.326028007928642,8.779036827195467,36016.0,6689.811299999999,16.47434111305167,0.2373411250377546,0,0.0,0.023741874827924225,0.024143803457397972,-0.008225470166859594,0.018201162240344626,0.043259847681463626,0.03934722150483572,0.06230841211964799,0.09034881094511293,-0.5704882062534284,market_adjusted,61.0,16.1,2.3,1.326070796828543,8.77932011331445,36016.0,6690.027170000001,16.358104061751668,0.2391939564525933,-0.01725062791327281,-0.011566075959207445,-0.01734994578587068,-0.036431969131060726,0.056027442012414275,-0.06354132636393361,-0.590068605031036,market_adjusted,82.0,16.1,2.3,1.309768225966303,8.671388101983004,36016.0,6607.7807,13.765307069676252,0.19621189268475725
ПАО Совкомбанк,SVCB,Септем Капитал / Yango. Доходчивые вложения,29.06.2021,,04.05.2021,11:11,Завершена,,"25,01%",Консолидация,Рыночная,Вертикальная,Внутренняя,5.2021,,,04.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-06-29,,2021-05-04,2021-06-29,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T15:46:17.873565+03:00,55,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Септем Капитал / Yango. Доходчивые вложения,септем капитал yango доходчивые вложения,2021-06-29,2021-05-04,2021-05-04,2021-06-29,,11:11,,25.01,Завершена,Консолидация,Рыночная,Вертикальная,,,,,,,,,,,,,,,,,,,,,,,,mean_adjusted,0.0,,,1.284681637976004,-16.89864864864865,2185.0,246.27347,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean_adjusted,0.0,,,1.284681637976004,-16.89864864864865,2185.0,246.27347,,
ПАО Совкомбанк,SVCB,Управляющая компания (УК) Восточный Капитал,29.06.2021,,14.04.2021,,Завершена,,"100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,5.2021,,,31.05.2021,29.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-06-29,,2021-05-31,2021-06-29,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T15:46:17.876166+03:00,56,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Управляющая компания (УК) Восточный Капитал,управляющая компания ук восточный капитал,2021-06-29,2021-04-14,2021-05-31,2021-06-29,,,,100.0,Завершена,Полное приобретение,Рыночная,Горизонтальная,,,,,,,,,,,,,,,,,,,,,,,,mean_adjusted,0.0,,,1.284681637976004,-16.89864864864865,2185.0,246.27347,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mean_adjusted,0.0,,,1.284681637976004,-16.89864864864865,2185.0,246.27347,,
OZON.ru,OZON,ОНЕЙ БАНК,13.04.2021,09:30,26.05.2021,23:34,Завершена,"8,80","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,5.2021,,4.2021,27.05.2021,13.04.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Услуги / торговля,Россия,58.298729,,53.917663,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_before_open_same_day_open,,1,OZON,МКПАО Озон,TQBR,75e003c2-ca14-4980-8d7b-e82ec6b6ffe1,TCS80A10CW95,0,2021-04-13,09:30,2021-05-27,2021-04-13,1.0,2021-04-13,2021-04-13T09:45:00+03:00,release_before_open_same_day_open,3.12.9,2026-03-29T15:46:17.878425+03:00,57,OZON.ru,ozon ru,OZON,OZON,ОНЕЙ БАНК,оней банк,2021-04-13,2021-05-26,2021-05-27,2021-04-13,09:30,23:34,8.8,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0.0012840519350349783,0.005994657671975675,0.008559697056568179,0.008427373748410816,-0.025901267846280926,-0.012897859692140743,0.0010851369332343732,-0.015343426298256347,,,,,,,,,0.029910692058341515,0.052468070224614305,0.041050960600983566,0.2021219604469905,-0.14229657166460186,-0.24648905410987232,-0.8055555555555558,market_adjusted,28.0,-28.1,-14.4,8.51,-44.30009149130833,79.2,986.3154,1.7145514228645835,0.6080567821184404,-0.0904645956360296,-0.02405007418250993,0.009626216367549012,0.010428137330143805,-0.05138974675725716,-0.2350833848054351,-0.7673872760963555,market_adjusted,28.0,announcement_daily,2021-05-26,-28.1,-14.4,8.51,-37.03110704483074,79.2,824.47575,1.732923558514583,0.51377388063777,0,0.0,0.06572034991076248,0.12458308230103643,-0.03854842245938561,-0.06125742932374301,0.006059574848625404,0.025279874141132974,-0.02123197903014462,-0.19134993446920123,-0.7719528178243774,market_adjusted,59.0,-28.1,-14.4,8.51,-34.90393412625801,79.2,777.1155,1.7562158358041666,0.4883956420724941,0.029910692058341515,0.052468070224614305,0.041050960600983566,0.2021219604469905,-0.14229657166460186,-0.24648905410987232,-0.8055555555555558,market_adjusted,28.0,-28.1,-14.4,8.51,-44.30009149130833,79.2,986.3154,1.7145514228645835,0.6080567821184404
Сбер (Сбербанк),SBER,GOODS.RU (Маркетплейс),28.01.2021,13:25,15.04.2021,12:52,Завершена,"468,00","85,00%",Поглощение,Рыночная,Вертикальная,Внутренняя,4.2021,,1.2021,15.04.2021,02.03.2021,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.690788,,3.631472,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-01-28,13:25,2021-04-15,2021-03-02,0.0,2021-01-28,2021-01-28T13:15:00+03:00,release_in_market,3.12.9,2026-03-29T15:46:17.882685+03:00,58,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,GOODS.RU (Маркетплейс),goods ru маркетплейс,2021-01-28,2021-04-15,2021-04-15,2021-03-02,13:25,12:52,468.0,85.0,Завершена,Поглощение,Рыночная,Вертикальная,0.0032973323087076055,0.004058971128275698,-0.00015365379334496884,0.0027986000464665056,0.007428779464949844,0.019371739440028603,-0.003070298111237594,-0.0037892681176933144,,,,,,,,,-0.0370763905362097,-0.0011641409087363996,-0.03647365264515079,-0.06482707772174756,0.10699712860813126,0.10117878192534469,-0.03804594226990898,mean_adjusted,0.0,14.8,1.4,2.828538198019802,19.75223880597015,25200.0,5713.64716,22.829774333935415,0.3034099127568546,0.009956347028701074,0.02810966227063838,0.03491587856955225,0.024011632925836635,0.07200621534767082,0.19532436345658066,,mean_adjusted,0.0,announcement_daily,2021-04-15,16.1,2.3,1.211653278493558,8.021813031161475,36016.0,6112.79079,17.959753720045416,0.24275791312576345,-33,-0.06960720592300307,-0.02483473415387505,-0.057104788924465355,0.009956347028701074,0.02810966227063838,0.03491587856955225,0.024011632925836635,0.07200621534767082,0.19532436345658066,-0.5592753469647205,market_adjusted,30.0,16.1,2.3,1.211653278493558,8.021813031161475,36016.0,6112.79079,17.959753720045416,0.24275791312576345,0.032530815386793366,0.02151477205458585,0.04190551272064369,0.04326070194538523,0.12428366762177712,0.19158309455587497,-0.2531160458452715,mean_adjusted,0.0,14.8,1.4,2.983708118811881,20.83582089552239,25200.0,6027.090399999999,19.335562446162083,0.25219445243535554
Сбер (Сбербанк),SBER,Movika,08.06.2021,,02.04.2021,15:18,Завершена,,"57,92%",Покупка,Рыночная,Вертикальная,Внутренняя,4.2021,,3.2021,23.04.2021,08.06.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.690788,,3.631472,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2021-06-08,,2021-04-23,2021-06-08,0.0,2021-06-08,2021-06-08T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T15:46:17.888313+03:00,59,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Movika,movika,2021-06-08,2021-04-02,2021-04-23,2021-06-08,,15:18,,57.92,Завершена,Покупка,Рыночная,Вертикальная,-0.0012884945698819405,-0.0006482824811853299,-6.593471339231931e-05,-0.0086737102283408,-0.037009675743097714,-0.01881672346689467,-0.003815817552382234,-0.017507802841236212,,,,,,,,,0.016236999594128054,-0.002531837868812725,0.009178418443557601,0.032696779694497136,0.04442816650211756,0.02302621102582858,-0.6012611866619956,market_adjusted,67.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027917,0.22698025114513196,-0.004966149495047811,-0.03635802611028971,-0.01717118427587727,0.021280399305686704,0.060880296174413706,0.12066365007541457,-0.583504730563554,market_adjusted,67.0,announcement_daily,2021-04-02,16.1,2.3,1.248237787908821,8.26402266288952,36016.0,6297.359640000001,18.814874684181667,0.2539590116431318,0,0.0,0.06359314813135886,0.07429023665882672,0.023454056669882428,0.03619892058018004,0.05051001539830591,0.12167046917102164,-0.005255972696246225,0.32286689419795245,-0.5639931740614328,market_adjusted,36.0,16.1,2.3,1.253714767096135,8.300283286118981,36016.0,6324.991,17.529548775599586,0.23878902951030356,0.016236999594128054,-0.002531837868812725,0.009178418443557601,0.032696779694497136,0.04442816650211756,0.02302621102582858,-0.6012611866619956,market_adjusted,67.0,16.1,2.3,1.343528667988107,8.894900849858358,36016.0,6778.10213,15.515150252027917,0.22698025114513196
Яндекс,YDEX,еКредит,09.04.2021,12:27,18.05.2021,,Завершена,,"25,00%",Участие,Рыночная,Вертикальная,Внутренняя,4.2021,,,09.04.2021,08.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2021-04-09,12:27,2021-04-09,2021-06-08,0.0,2021-04-09,2021-04-09T12:15:00+03:00,release_in_market,3.12.9,2026-03-29T15:46:17.893288+03:00,60,Яндекс,яндекс,YDEX,YDEX,еКредит,екредит,2021-04-09,2021-05-18,2021-04-09,2021-06-08,12:27,,,25.0,Завершена,Участие,Рыночная,Вертикальная,0.0015039459169792968,0.0008540995544017836,-0.0026299393654299497,-0.0058471077694603945,-0.015460486908750704,-0.01806495393191491,0.007198324009088415,0.005895424188379406,,,,,,,,,-0.005436757913976353,-0.04857673194256085,-0.04348197245187968,-0.02710863140763331,0.08098299460804603,0.23372044794690883,-0.6476565740356703,market_adjusted,26.0,6.3,4.0,9.47,86.57091561938958,324.8,1764.852,4.605037692722917,0.2953067944878584,0.00989456831845148,0.032002347753853355,0.03632595709359365,-0.00726611024478796,0.037609694943584904,0.24164229001253568,-0.6450062682824911,market_adjusted,26.0,announcement_daily,2021-05-18,6.3,4.0,9.47,85.9245960502693,324.8,1751.676,4.934764306670833,0.33010015588530567,-60,-0.0251112757537979,0.013364477755280157,0.0037482131513554284,-0.005436757913976353,-0.04857673194256085,-0.04348197245187968,-0.02710863140763331,0.08098299460804603,0.23372044794690883,-0.6476565740356703,market_adjusted,26.0,6.3,4.0,9.47,86.57091561938958,324.8,1764.852,4.605037692722917,0.2953067944878584,0.019674517839821548,0.0160981826594625,0.009676241491417104,0.023948992587198292,0.14814436151722643,0.13321746242715338,-0.6520805643594726,market_adjusted,67.0,6.3,4.0,9.47,87.80071813285457,324.8,1789.923,4.387114621424999,0.30468976628888006
Яндекс,YDEX,Чаевые просто,27.04.2021,,27.04.2021,21:24,Завершена,"1,00—5,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,4.2021,,,27.04.2021,27.04.2021,Телекоммуникации,Россия,Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2021-04-27,,2021-04-27,2021-04-27,0.0,2021-04-27,2021-04-27T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T15:46:17.897364+03:00,61,Яндекс,яндекс,YDEX,YDEX,Чаевые просто,чаевые просто,2021-04-27,2021-04-27,2021-04-27,2021-04-27,,21:24,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0.000262110568578004,0.0043226689392152125,0.002856440919436383,0.0027488750661371006,-0.029554969668696585,-0.021391724667439,-0.0043531243758133595,-0.0068429101642021335,,,,,,,,,0.05708244532244833,0.06856087968203617,0.050921803935204846,-0.04256189368731045,0.08854606931530018,0.17371090448013504,-0.6639898562975488,market_adjusted,38.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.9076809215249995,0.3276415703138859,0.05708244532244833,0.06856087968203617,0.050921803935204846,-0.04256189368731045,0.08854606931530018,0.17371090448013504,-0.6639898562975488,market_adjusted,38.0,announcement_daily,2021-04-27,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.9076809215249995,0.3276415703138859,0,0.0,-0.0643965649398135,-0.060907673795400186,0.05708244532244833,0.06856087968203617,0.050921803935204846,-0.04256189368731045,0.08854606931530018,0.17371090448013504,-0.6639898562975488,market_adjusted,38.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.9076809215249995,0.3276415703138859,0.05708244532244833,0.06856087968203617,0.050921803935204846,-0.04256189368731045,0.08854606931530018,0.17371090448013504,-0.6639898562975488,market_adjusted,38.0,6.3,4.0,9.47,84.95511669658886,324.8,1731.912,4.9076809215249995,0.3276415703138859
ПАО Совкомбанк,SVCB,Банк Восточный (Восточный экспресс банк),26.03.2021,,12.04.2021,04:37,Завершена,"111,90","88,00%",Поглощение,Рыночная,Горизонтальная,Внутренняя,4.2021,,3.2021,08.04.2021,26.03.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2021-03-26,,2021-04-08,2021-03-26,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T15:46:17.902725+03:00,62,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Банк Восточный (Восточный экспресс банк),банк восточный восточный экспресс банк,2021-03-26,2021-04-12,2021-04-08,2021-03-26,,04:37,111.9,88.0,Завершена,Поглощение,Рыночная,Горизонтальная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАО Совкомбанк,SVCB,СПБ Биржа (Санкт-Петербургская биржа),23.03.2020,10:46,19.04.2021,,Завершена,,"12,93%",Участие,Рыночная,Параллельная,Внутренняя,4.2021,,,16.04.2021,08.06.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия (СЗФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready_without_release_anchor,,resolved=raw_ticker_exact; release_anchor=no_trade_days_near_release,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2020-03-23,10:46,2021-04-16,2021-06-08,0.0,,,no_trade_days_near_release,3.12.9,2026-03-29T15:46:17.907025+03:00,63,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,СПБ Биржа (Санкт-Петербургская биржа),спб биржа санкт петербургская биржа,2020-03-23,2021-04-19,2021-04-16,2021-06-08,10:46,,,12.93,Завершена,Участие,Рыночная,Параллельная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Т-банк (Тинькофф),T,Кошелек / CardsMobile (ООО Бесконтакт),29.04.2021,,29.04.2021,15:27,Завершена,,"51,00%",Покупка,Рыночная,Вертикальная,Внутренняя,4.2021,,,29.04.2021,29.04.2021,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2021-04-29,,2021-04-29,2021-04-29,0.0,2021-04-29,2021-04-29T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T15:46:17.909543+03:00,64,Т-банк (Тинькофф),т банк тинькофф,T,T,Кошелек / CardsMobile (ООО Бесконтакт),кошелек cardsmobile ооо бесконтакт,2021-04-29,2021-04-29,2021-04-29,2021-04-29,,15:27,,51.0,Завершена,Покупка,Рыночная,Вертикальная,0.0034164993733389127,0.007246557860189238,-0.001079719442731481,-0.013297479871689284,0.019599383855503555,-0.0058801943115028895,-0.00949251246340314,0.023249894966219313,,,,,,,,,-0.02755648838793001,-0.005986744141837086,0.06545504662380663,0.06106454857448562,0.5139952652833859,0.8150211205495967,-0.48461217100682363,market_adjusted,40.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,-0.02755648838793001,-0.005986744141837086,0.06545504662380663,0.06106454857448562,0.5139952652833859,0.8150211205495967,-0.48461217100682363,market_adjusted,40.0,announcement_daily,2021-04-29,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,0,0.0,0.006785307838827248,0.0029688040938801175,-0.02755648838793001,-0.005986744141837086,0.06545504662380663,0.06106454857448562,0.5139952652833859,0.8150211205495967,-0.48461217100682363,market_adjusted,40.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824,-0.02755648838793001,-0.005986744141837086,0.06545504662380663,0.06106454857448562,0.5139952652833859,0.8150211205495967,-0.48461217100682363,market_adjusted,40.0,40.6,6.4,6.761448661417324,19.42560865644725,859.3,858.7039800000001,2.3499508393249995,0.4862429113205824
Сбер (Сбербанк),SBER,АО Электрозавод,28.12.2020,22:44,20.02.2021,09:02,Завершена,"64,50","22,48%",Консолидация,Рыночная,Круговая,Внутренняя,3.2021,,,02.03.2021,11.05.2021,Машиностроение,Россия,Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",3.482375,,4.014507,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2020-12-28,22:44,2021-03-02,2021-05-11,0.0,2020-12-28,2020-12-28T22:30:00+03:00,release_in_market,3.12.9,2026-03-29T15:46:17.912588+03:00,65,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,АО Электрозавод,ао электрозавод,2020-12-28,2021-02-20,2021-03-02,2021-05-11,22:44,09:02,64.5,22.48,Завершена,Консолидация,Рыночная,Круговая,0.00010322008830138119,-0.00037619777574116053,0.0004977928722078584,0.0006039455622826873,0.0006422879752431832,0.0006039455622826873,5.977183759375837e-05,-0.016726597396414356,,,,,,,,,0.013482637949698617,0.04910116552916066,0.014475312748205016,0.004995118256224118,0.053226394458622206,0.12544659132336888,0.06343419613561929,mean_adjusted,0.0,14.8,1.4,2.931343613861386,20.47014925373134,25200.0,5921.314100000001,21.060505908600415,0.35382889603871504,0.024269871757968575,0.014975596035089023,0.03929628738613311,0.04977491913231369,0.09648441832095034,0.21954826069276812,0.0783335181693865,mean_adjusted,0.0,announcement_daily,2021-02-20,14.8,1.4,2.890841272277228,20.18731343283582,25200.0,5839.49937,20.464290894327913,0.2622833801727408,-134,0.05960262164798602,0.08513524511258053,0.12622207980019196,0.032530815386793366,0.02151477205458585,0.04190551272064369,0.04326070194538523,0.12428366762177712,0.19158309455587497,-0.2531160458452715,mean_adjusted,0.0,14.8,1.4,2.983708118811881,20.83582089552239,25200.0,6027.090399999999,19.335562446162083,0.25219445243535554,-0.0461199836982874,-0.008840084191370945,0.02575457962869454,0.04928202320415487,0.012183172197544279,0.21557355631042618,-0.6016135354063235,market_adjusted,47.0,16.1,2.3,1.310024959365709,8.673087818696885,36016.0,6609.075920000001,16.757407626134164,0.21668798399142383
Альфа-банк,ACBR,нетмонет,15.02.2021,,09.03.2021,13:05,Завершена,,"100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,3.2021,,,11.03.2021,06.04.2021,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2021-02-15,,2021-03-11,2021-04-06,,,,,3.12.9,2026-03-29T15:46:17.918857+03:00,66,Альфа-банк,альфа банк,ACBR,ACBR,нетмонет,нетмонет,2021-02-15,2021-03-09,2021-03-11,2021-04-06,,13:05,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
