Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Время объявления сделки,Дата закрытия сделки,Время закрытия сделки,Статус сделки,"Цена сделки, млн USD","Доля участия, %",Вид сделки,Тип сделки,Направление интеграции,Тип национальности,Дата завершения,Дата переговоров,Дата оформления,Дата актуализации,Дата создания,Отрасль объекта,Регион объекта,Отрасль покупателя,Регион покупателя,Капитализация покупателя на момент сделки,Опыт покупателя в M&A,Диверсификация выручки,Развитие основного бизнеса,Снижение себестоимости основного бизнеса,Покупка клиентской базы,Источник информации,audit_row_status,audit_skip_reason,audit_notes,audit_exception,audit_resolved_flag,audit_resolved_ticker,audit_resolved_name,audit_resolved_class_code,audit_resolved_uid,audit_resolved_figi,audit_rate_limit_hits,audit_first_press_release_date_parsed,audit_first_press_release_time_parsed,audit_cbonds_actualization_date_parsed,audit_cbonds_create_date_parsed,audit_is_off_market_release,audit_release_anchor_trade_date,audit_release_anchor_timestamp_msk,audit_release_anchor_reason,audit_python_version,audit_run_ts,audit_deal_close_date_parsed,source_row_excel,buyer_company_std,buyer_company_norm,buyer_ticker_std,buyer_ticker_norm,deal_object_std,deal_object_norm,announcement_date_std,completion_date_std,actualization_date_std,creation_date_std,announcement_time_std,completion_time_std,deal_value_usd_mn_std,stake_pct_std,deal_status_clean,deal_kind_clean,deal_type_clean,integration_direction_clean,is_off_market_release,CAR_ANN_INTRADAY_15M,CAR_ANN_INTRADAY_30M,CAR_ANN_INTRADAY_M60_P180,CAR_ANN_INTRADAY_1H,CAR_ANN_INTRADAY_3H,CAR_ANN_INTRADAY_FULL,CAR_ANN_INTRADAY_TO_CLOSE,CAR_ANN_NEXT_OPEN_1H,CAR_ANN_NEXT_DAY,CAR_INTRADAY_PRE_4_0,CAR_INTRADAY_PRE_4_0_prevday,ratio_1h_vs_day,CAR_CLOSE_INTRADAY_15M,CAR_CLOSE_INTRADAY_30M,CAR_CLOSE_INTRADAY_M60_P180,CAR_CLOSE_INTRADAY_1H,CAR_CLOSE_INTRADAY_3H,CAR_CLOSE_INTRADAY_FULL,CAR_CLOSE_INTRADAY_TO_CLOSE,CAR_CLOSE_NEXT_OPEN_1H,CAR_CLOSE_NEXT_DAY,CAR_ANN_1_1,CAR_ANN_3_3,CAR_ANN_5_5,CAR_ANN_10_10,BHAR_ANN_60,BHAR_ANN_120,BHAR_ANN_250,ANN_MODEL_TYPE,ANN_ESTIMATION_OBS,ANN_ROE,ANN_ROA,ANN_P_B,ANN_P_E,ANN_TOTAL_ASSETS,ANN_MARKET_CAP,ANN_LIQUIDITY_60D,ANN_VOLATILITY_60D,Volume_bln_avg_pre,CAR_CLOSE_1_1,CAR_CLOSE_3_3,CAR_CLOSE_5_5,CAR_CLOSE_10_10,BHAR_CLOSE_60,BHAR_CLOSE_120,BHAR_CLOSE_250,CLOSE_MODEL_TYPE,CLOSE_ESTIMATION_OBS,CLOSE_PANEL_ROLE,CLOSE_EVENT_TRADE_DATE,CLOSE_ROE,CLOSE_ROA,CLOSE_P_B,CLOSE_P_E,CLOSE_TOTAL_ASSETS,CLOSE_MARKET_CAP,CLOSE_LIQUIDITY_60D,CLOSE_VOLATILITY_60D,DAYS_CREATE_TO_ANNOUNCEMENT,DIFF_CAR_ANN_MINUS_CREATE_1_1,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,CAR_ACT_1_1,CAR_ACT_3_3,CAR_ACT_5_5,CAR_ACT_10_10,BHAR_ACT_60,BHAR_ACT_120,BHAR_ACT_250,ACT_MODEL_TYPE,ACT_ESTIMATION_OBS,ACT_ROE,ACT_ROA,ACT_P_B,ACT_P_E,ACT_TOTAL_ASSETS,ACT_MARKET_CAP,ACT_LIQUIDITY_60D,ACT_VOLATILITY_60D,CAR_CREATE_1_1,CAR_CREATE_3_3,CAR_CREATE_5_5,CAR_CREATE_10_10,BHAR_CREATE_60,BHAR_CREATE_120,BHAR_CREATE_250,CREATE_MODEL_TYPE,CREATE_ESTIMATION_OBS,CREATE_ROE,CREATE_ROA,CREATE_P_B,CREATE_P_E,CREATE_TOTAL_ASSETS,CREATE_MARKET_CAP,CREATE_LIQUIDITY_60D,CREATE_VOLATILITY_60D,deal_type
Т-банк (Тинькофф),T,AnyQuery,24.11.2022,,13.12.2024,10:00,Оформление,,"18,00%",Консолидация,Рыночная,Вертикальная,Внутренняя,,,12.2024,13.12.2024,24.11.2022,Телекоммуникации,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2022-11-24,,2024-12-13,2022-11-24,0.0,2022-11-24,2022-11-24T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.946374+03:00,2024-12-13,15,Т-банк (Тинькофф),т банк тинькофф,T,T,AnyQuery,anyquery,2022-11-24,2024-12-13,2024-12-13,2022-11-24,,10:00,,18.0,Оформление,Консолидация,Рыночная,Вертикальная,0,-0.0012803479781678,0.0013187396598455,0.0113543894802752,0.0105929132093945,0.0113543894802752,0.0449601033001419,0.0267186175078555,-0.0061232452823236,0.0182414857922863,,,39.64618755547552,,,,,,,,,,-0.039707005915438,-0.0476278347733597,-0.0183877734504394,0.0015167836865462,,,,market_model,138.0,42.5,6.2,3.086432272727273,8.568374724929267,1318.0,543.21208,1.1403721373441666,0.7491004139105029,1.1465782863374998,-0.0167889666388146,0.0110338517428208,0.0300069286526815,0.0276116871562679,,,,market_model,221.0,actualization_daily,2024-12-13,33.5,6.2,1.606895737935893,5.639320029563932,2270.0,456.1977,14.16579166736583,0.3581291480043628,0,0.0,0.1096160199391082,0.0888027874028943,-0.0167889666388146,0.0110338517428208,0.0300069286526815,0.0276116871562679,,,,market_model,221.0,33.5,6.2,1.606895737935893,5.639320029563932,2270.0,456.1977,14.16579166736583,0.3581291480043628,-0.039707005915438,-0.0476278347733597,-0.0183877734504394,0.0015167836865462,,,,market_model,138.0,42.5,6.2,3.086432272727273,8.568374724929267,1318.0,543.21208,1.1403721373441666,0.7491004139105029,Рыночная
Яндекс,YDEX,NewPay,24.12.2024,,29.11.2024,10:09,Завершена,,"100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,11.2024,,,29.11.2024,24.12.2024,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Телекоммуникации,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,YDEX,Яндекс,TQBR,7de75794-a27f-4d81-a39b-492345813822,TCS00A107T19,0,2024-12-24,,2024-11-29,2024-12-24,0.0,2024-12-24,2024-12-24T07:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.950535+03:00,2024-11-29,16,Яндекс,яндекс,YDEX,YDEX,NewPay,newpay,2024-12-24,2024-11-29,2024-11-29,2024-12-24,,10:09,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,0.0089021310068576,0.0098590916107343,0.0040980303157546,0.007581752452428,0.0040980303157546,-0.0271791774652401,-0.0353829134357168,-0.0061566263995053,0.0082037359704767,,,-21.427722355883617,,,,,,,,,,-0.0223501795762973,0.0110479664361661,-0.0055720256108899,-0.0300113082576603,,,,market_model,221.0,17.6,7.0,7.35,25.6939625260236,296.3,1338.45375,3.648867317772917,0.395467968167343,4.4743129309375,-0.0126765207174433,-0.0094527456334121,-0.0319722663979658,-0.0667963327023322,,,,market_model,221.0,announcement_daily,2024-11-29,17.6,7.0,7.35,23.03955586398335,296.3,1200.18,3.987100530435417,0.3273784844270562,0,0.0,-0.0822583223868953,-0.0684009408803529,-0.0126765207174433,-0.0094527456334121,-0.0319722663979658,-0.0667963327023322,,,,market_model,221.0,17.6,7.0,7.35,23.03955586398335,296.3,1200.18,3.987100530435417,0.3273784844270562,-0.0223501795762973,0.0110479664361661,-0.0055720256108899,-0.0300113082576603,,,,market_model,221.0,17.6,7.0,7.35,25.6939625260236,296.3,1338.45375,3.648867317772917,0.395467968167343,Рыночная
ПАО Совкомбанк,SVCB,Рокет (Рокетбанк),23.01.2025,,15.11.2024,01:27,Завершена,"1,00","100,00%",Полное приобретение,Рыночная,Горизонтальная,Внутренняя,11.2024,,,15.11.2024,23.01.2025,Финансы / Инвестиции / Страхование / Консалтинг,"Россия (СЗФО, ЦФО, УФО)",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2025-01-23,,2024-11-15,2025-01-23,0.0,2025-01-23,2025-01-23T07:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.955779+03:00,2024-11-15,17,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Рокет (Рокетбанк),рокет рокетбанк,2025-01-23,2024-11-15,2024-11-15,2025-01-23,,01:27,1.0,100.0,Завершена,Полное приобретение,Рыночная,Горизонтальная,0,0.005978914822436,0.0043061978409091,0.0055073449619805,0.0036113177021985,0.0055073449619805,-0.0101968046976456,-0.005583824556237,-0.0053862857596805,-0.0046129801414085,,,-64.6746269662929,,,,,,,,,,-0.025023887079412,-0.0059680566387189,-0.0466112160381888,-0.0010636870978297,,,,market_model,221.0,45.0,,1.044799730730394,3.296703296703297,3189.0,310.41,0.0066024746036875,0.4213893828340251,0.00686980811275,0.0781554163181637,0.0931631759154327,0.0945003457411085,0.0099978212402072,0.0424199284974633,,,market_model,204.0,announcement_daily,2024-11-15,45.0,,0.9521608212722988,3.004395604395604,3189.0,282.88698,0.00349537265675,0.3069199060571957,0,0.0,0.0314966708597088,0.0013028174712682,0.0781554163181637,0.0931631759154327,0.0945003457411085,0.0099978212402072,,,,market_model,204.0,45.0,,0.9521608212722988,3.004395604395604,3189.0,282.88698,0.00349537265675,0.3069199060571957,-0.025023887079412,-0.0059680566387189,-0.0466112160381888,-0.0010636870978297,,,,market_model,221.0,45.0,,1.044799730730394,3.296703296703297,3189.0,310.41,0.0066024746036875,0.4213893828340251,Рыночная
Сбер (Сбербанк),SBER,Алгоритмика,26.12.2024,,21.10.2024,20:30,Завершена,"10,40—15,60","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,10.2024,,,22.10.2024,26.12.2024,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2024-12-26,,2024-10-22,2024-12-26,0.0,2024-12-26,2024-12-26T07:00:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.958784+03:00,2024-10-21,18,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Алгоритмика,алгоритмика,2024-12-26,2024-10-21,2024-10-22,2024-12-26,,20:30,,100.0,Завершена,Полное приобретение,Рыночная,Круговая,0,0.0060217275830076,0.0049018733348203,0.0026098340353199,0.0052385349438217,0.0026098340353199,-0.0498119524882547,-0.0272340245732195,-0.0040130300607358,-0.0225779279150352,,,-19.235258196003187,,,,,,,,,,0.002268887323113,0.0117935106897798,0.0639676129387225,0.0860414371925962,,,,market_model,221.0,25.3,3.2,0.8838079769137303,3.856366237482117,52307.0,5818.99172,14.378233412256666,0.375159791825299,19.7259784198725,-0.0029650316989549,-0.0154816119837414,-0.0115050265832391,-0.0477709581774698,0.0431514932216745,,,market_model,202.0,announcement_daily,2024-10-21,25.3,3.2,0.8465946643377885,3.693991416309012,52307.0,5573.97927,11.821435760227502,0.2379660577415209,0,0.0,-0.0196065414075698,0.0600953388078969,-0.0036333462428206,-0.0168697932659386,-0.0135615581951864,-0.052045315115433,,,,market_model,221.0,25.3,3.2,0.8465946643377885,3.693991416309012,52307.0,5573.97927,11.821435760227502,0.2379660577415209,0.002268887323113,0.0117935106897798,0.0639676129387225,0.0860414371925962,,,,market_model,221.0,25.3,3.2,0.8838079769137303,3.856366237482117,52307.0,5818.99172,14.378233412256666,0.375159791825299,Рыночная
Сбер (Сбербанк),SBER,Нетология-групп (ТТ-Холдинг),02.07.2024,,17.10.2024,09:36,Завершена,"41,00—62,00","100,00%",Полное приобретение,Рыночная,Вертикальная,Внутренняя,10.2024,,4.2024,17.10.2024,02.07.2024,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2024-07-02,,2024-10-17,2024-07-02,0.0,2024-07-02,2024-07-02T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.962738+03:00,2024-10-17,19,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,Нетология-групп (ТТ-Холдинг),нетология групп тт холдинг,2024-07-02,2024-10-17,2024-10-17,2024-07-02,,09:36,,100.0,Завершена,Полное приобретение,Рыночная,Вертикальная,0,-0.0001252760114068,-0.0006783174890087,0.003198620682363,0.0011184075741826,0.003198620682363,0.0045679927050719,0.0044424652246497,-0.0004669380381327,0.0001255274804221,,,25.1753816321854,,,,,,,,,,-0.0024844896587032,-0.004088361907513,0.0068843813583645,-0.0886275060230094,,,,market_model,221.0,25.3,3.2,1.076628674058323,4.697711015736767,52307.0,7088.523190000001,9.289599258316665,0.133948339338255,11.136754312101251,-0.0078321913297865,-0.0104891408786619,-0.0258029108718201,-0.0344620722632957,,,,market_model,221.0,actualization_daily,2024-10-17,25.3,3.2,0.8412175865735115,3.670529327610872,52307.0,5538.57659,12.11801022950375,0.2378102273648805,0,0.0,0.0216336537388328,0.0318635678863041,-0.0078321913297865,-0.0104891408786619,-0.0258029108718201,-0.0344620722632957,,,,market_model,221.0,25.3,3.2,0.8412175865735115,3.670529327610872,52307.0,5538.57659,12.11801022950375,0.2378102273648805,-0.0024844896587032,-0.004088361907513,0.0068843813583645,-0.0886275060230094,,,,market_model,221.0,25.3,3.2,1.076628674058323,4.697711015736767,52307.0,7088.523190000001,9.289599258316665,0.133948339338255,Рыночная
Сбер (Сбербанк),SBER,СДМ ТК-2,18.03.2025,,24.10.2024,09:05,Завершена,"62,00—93,00","100,00%",Полное приобретение,Рыночная,Круговая,Внутренняя,10.2024,,,31.10.2024,18.03.2025,Услуги / торговля,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,"Беларусь, Германия, Индия, Казахстан, Люксембург, Нидерланды, Россия (СФО)",,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,SBER,Сбер Банк,TQBR,e6123145-9665-43e0-8413-cd61b8aa9b13,BBG004730N88,0,2025-03-18,,2024-10-31,2025-03-18,0.0,2025-03-18,2025-03-18T06:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.966884+03:00,2024-10-24,20,Сбер (Сбербанк),сбер сбербанк,SBER,SBER,СДМ ТК-2,сдм тк 2,2025-03-18,2024-10-24,2024-10-31,2025-03-18,,09:05,,100.0,Завершена,Полное приобретение,Рыночная,Круговая,0,-0.0001543860203777,0.0010094771190581,0.003384361001953,0.0005173999744501,0.003384361001953,-0.020071717525373,-0.014078099896954,0.0031751554399326,-0.0059936176284189,,,-3.6752116992865616,,,,,,,,,,-0.0045400076095715,0.0033079020955218,-0.0027391398321959,0.0056413249568522,,,,market_model,221.0,24.0,2.8,0.974844372909699,4.421009549795362,60855.0,6995.48322,16.12291858811,0.2430434118889713,15.35158744773,-0.012888587631703,-0.0197438864146221,-0.027539747871314,-0.0331590019325059,0.0348742458532069,0.1168043892221133,,market_model,146.0,announcement_daily,2024-10-24,25.3,3.2,0.8283322721749695,3.614306151645207,52307.0,5453.73968,11.532309847327085,0.2344264878377207,0,0.0,0.031777896812287,0.0370740374660778,-0.0104317417977863,-0.016286949112552,-0.0222307114747433,-0.0388360293222493,,,,market_model,221.0,25.3,3.2,0.8283322721749695,3.614306151645207,52307.0,5453.73968,11.532309847327085,0.2344264878377207,-0.0045400076095715,0.0033079020955218,-0.0027391398321959,0.0056413249568522,,,,market_model,221.0,24.0,2.8,0.974844372909699,4.421009549795362,60855.0,6995.48322,16.12291858811,0.2430434118889713,Рыночная
Промсвязьбанк (ПСБ),PSBR,CarMoney (Смарттехгрупп),16.09.2024,15:41,,,Завершена,,"24,00%",Участие,Рыночная,Параллельная,Внутренняя,10.2024,,,01.10.2024,26.02.2025,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,PSBR,,,,,0,2024-09-16,15:41,2024-10-01,2025-02-26,,,,,3.12.9,2026-03-29T18:04:42.971544+03:00,,21,Промсвязьбанк (ПСБ),промсвязьбанк псб,PSBR,PSBR,CarMoney (Смарттехгрупп),carmoney смарттехгрупп,2024-09-16,,2024-10-01,2025-02-26,15:41,,,24.0,Завершена,Участие,Рыночная,Параллельная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
Альфа-банк,ACBR,Rb.ru,29.10.2024,,16.09.2024,14:10,Завершена,,"73,00%",Покупка,Рыночная,Вертикальная,Внутренняя,9.2024,,,18.09.2024,29.10.2024,СМИ / Реклама / Спорт,Россия (ЦФО),Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,unresolved,unresolved,resolve_method=none; reason=unresolved,,0,ACBR,,,,,0,2024-10-29,,2024-09-18,2024-10-29,,,,,3.12.9,2026-03-29T18:04:42.972452+03:00,2024-09-16,22,Альфа-банк,альфа банк,ACBR,ACBR,Rb.ru,rb ru,2024-10-29,2024-09-16,2024-09-18,2024-10-29,,14:10,,73.0,Завершена,Покупка,Рыночная,Вертикальная,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Рыночная
ПАО Совкомбанк,SVCB,Абсолют Страхование,24.09.2024,13:38,,,Переговоры,"107,60","100,00%",Полное приобретение,Рыночная,Параллельная,Внутренняя,,9.2024,,25.09.2024,30.10.2024,Финансы / Инвестиции / Страхование / Консалтинг,Россия,Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=release_in_market,,1,SVCB,Совкомбанк,TQBR,1fbecbbc-ef32-448c-b4fe-b0037795ba01,TCS00A0ZZAC4,0,2024-09-24,13:38,2024-09-25,2024-10-30,0.0,2024-09-24,2024-09-24T13:30:00+03:00,release_in_market,3.12.9,2026-03-29T18:04:42.973070+03:00,,23,ПАО Совкомбанк,пао совкомбанк,SVCB,SVCB,Абсолют Страхование,абсолют страхование,2024-09-24,,2024-09-25,2024-10-30,13:38,,107.6,100.0,Переговоры,Полное приобретение,Рыночная,Параллельная,0,0.0001092988651598,-0.0066840355140171,-0.0139933600832581,-0.008090401512723,-0.0086871801355773,-0.0715483948123592,-0.0071233738571208,-0.0043085266839511,-0.0574062779156639,,,57.207853476402605,,,,,,,,,,-0.0314306303463197,-0.04754990559185,-0.05075850017512,-0.0837756803775158,,,,market_model,166.0,45.0,,1.00892827330865,3.183516483516483,3189.0,299.7525899999999,0.0048098110036875,0.3931680686952964,0.003509641811,,,,,,,,,,,,,,,,,,,,-36,-0.0406533202255108,-0.0280162997168469,-0.0333304666377702,-0.0391681012428381,-0.0388001992566584,-0.0451048707584538,-0.0818663475674719,,,,market_model,167.0,45.0,,0.973753349040727,3.072527472527473,3189.0,289.30212,0.0047926649677291,0.3931053701704667,0.009222689879191,-0.0048733803178041,-0.0014423532283007,-0.019731137725047,,,,market_model,192.0,45.0,,0.8682285762369573,2.73956043956044,3189.0,257.95071,0.0031404839328125,0.2964237315135792,Рыночная
Т-банк (Тинькофф),T,Росбанк,23.04.2024,,,,Завершена,"1 365,00","52,40%",Консолидация,Рыночная,Горизонтальная,Внутренняя,8.2024,,,31.08.2024,21.03.2025,Финансы / Инвестиции / Страхование / Консалтинг,"Россия, Франция",Финансы / Инвестиции / Страхование / Консалтинг,Россия,,,,,,,,ready,,resolved=raw_ticker_exact; release_anchor=time_missing_same_day_open,,1,T,Т-Технологии,TQBR,87db07bc-0e02-4e29-90bb-05e8ef791d7b,TCS80A107UL4,0,2024-04-23,,2024-08-31,2025-03-21,0.0,2024-04-23,2024-04-23T09:45:00+03:00,time_missing_same_day_open,3.12.9,2026-03-29T18:04:42.975466+03:00,,24,Т-банк (Тинькофф),т банк тинькофф,T,T,Росбанк,росбанк,2024-04-23,,2024-08-31,2025-03-21,,,1365.0,52.4,Завершена,Консолидация,Рыночная,Горизонтальная,0,-0.0002014614975836,0.0145758052624578,0.0073679854272598,0.0167633068655835,0.0073679854272598,0.0206896597528674,0.0177212260686985,-0.0020754667508925,0.0029684336841688,,,94.59450943517425,,,,,,,,,,0.0120310628528782,0.017710865359025,-0.0083026367614023,-0.0141831172373256,,,,market_model,221.0,33.5,6.2,2.178751250440296,7.646218280364622,2270.0,618.54748,5.019109661939167,0.2774388599219224,4.83391043029,,,,,,,,,,,,,,,,,,,,-332,0.0033116538829777,-0.0397636432215742,-0.04434035443522,-0.0290612575571897,-0.046493718472367,-0.0440248207647935,-0.0005133422194623,,,,market_model,221.0,33.5,6.2,1.576428601620289,5.53239714215324,2270.0,447.54808,4.0332711546875,0.3101830345534616,0.0087194089699004,0.0446372546141906,0.0263675458644832,0.0442544600639148,,,,market_model,221.0,32.5,6.2,1.860399115214464,7.914379802414929,5119.0,967.2215,15.1996117220425,0.3195013346853699,Рыночная
