source_row_excel,Покупатель,Тикер покупателя,Объект сделки,Дата объявления сделки,Дата создания,DAYS_CREATE_TO_ANNOUNCEMENT,CAR_ANN_1_1,CAR_CREATE_1_1,CAR_ANN_3_3,CAR_CREATE_3_3,CAR_ANN_5_5,CAR_CREATE_5_5,CAR_ANN_10_10,CAR_CREATE_10_10,BHAR_ANN_60,BHAR_CREATE_60,BHAR_ANN_120,BHAR_CREATE_120,BHAR_ANN_250,BHAR_CREATE_250,RUNUP_PRE_30_5,CAR_PRE_ANNOUNCEMENT,DIFF_CREATE_MINUS_ANN_1_1,DIFF_CREATE_MINUS_ANN_3_3,DIFF_CREATE_MINUS_ANN_5_5,DIFF_CREATE_MINUS_ANN_10_10,DIFF_BHAR_CREATE_MINUS_ANN_120
95,Сбер (Сбербанк),SBER,Антипинский НПЗ,23.05.2019,23.05.2019,0,0.0081827112494984,0.0081827112494984,0.0284353508371935,0.0284353508371935,0.018886728385749,0.018886728385749,0.0588061137509603,0.0588061137509603,,,,,,,-0.0148899239779416,0.018716547183064,0.0,0.0,0.0,0.0,
96,Сбер (Сбербанк),SBER,Fortenova Group (Agrokor),05.07.2018,05.07.2018,0,0.0376503069165785,0.0376503069165785,0.0556907394535424,0.0556907394535424,0.0877826270767798,0.0877826270767798,-0.0161363191498883,-0.0161363191498883,,,,,,,-0.0610004724786705,-0.0166460500763783,0.0,0.0,0.0,0.0,
97,Яндекс,YDEX,Scan to buy,08.04.2019,08.04.2019,0,0.028311151244446,0.028311151244446,0.0799266860440777,0.0799266860440777,0.068380514920094,0.068380514920094,0.0554427051929422,0.0554427051929422,,,,,,,0.0624663996645832,0.0865509194428771,0.0,0.0,0.0,0.0,
98,ПАО Совкомбанк,SVCB,Авиационные технологии связи (АТС),10.04.2019,10.04.2019,0,,,,,,,,,,,,,,,,,,,,,
99,Сбер (Сбербанк),SBER,Эй Кей Ресторантс Раша,04.03.2019,04.03.2019,0,-0.0236536113866951,-0.0236536113866951,-0.0087843342257387,-0.0087843342257387,-0.0004605138339049,-0.0004605138339049,-0.0003076960564083,-0.0003076960564083,,,,,,,-0.0088336379413225,-0.0054477373579688,0.0,0.0,0.0,0.0,
100,Сбер (Сбербанк),SBER,Intercomp,30.10.2013,30.10.2013,0,-0.0006629278000126,-0.0006629278000126,0.0078011457335046,0.0078011457335046,-0.0272691802979009,-0.0272691802979009,-0.028851854716225,-0.028851854716225,,,,,,,0.0404503725200978,0.0356053507020971,0.0,0.0,0.0,0.0,
101,ПАО Совкомбанк,SVCB,Росевробанк,13.03.2018,03.08.2018,-143,,,,,,,,,,,,,,,,,,,,,
102,ПАО Совкомбанк,SVCB,Fintender.ru,19.12.2018,19.12.2018,0,,,,,,,,,,,,,,,,,,,,,
103,ПАО Совкомбанк,SVCB,Современный коммерческий ипотечный банк (СКИБ) (ICICI Bank Eurasia Limited Liability Company (IBEL)),19.12.2018,19.12.2018,0,,,,,,,,,,,,,,,,,,,,,
104,Т-банк (Тинькофф),T,Кассир.ру,13.07.2018,13.07.2018,0,,,,,,,,,,,,,,,,,,,,,
105,Альфа-банк,ACBR,Home Credit Беларусь (НКФО Хоум Кредит),22.06.2018,22.06.2018,0,,,,,,,,,,,,,,,,,,,,,
106,Альфа-банк,ACBR,Кошелек / CardsMobile (ООО Бесконтакт),14.05.2018,14.05.2018,0,,,,,,,,,,,,,,,,,,,,,
107,ПАО Совкомбанк,SVCB,Росевробанк,13.03.2018,13.03.2018,0,,,,,,,,,,,,,,,,,,,,,
108,Альфа-банк,ACBR,Сбарро Рус (Пицца Сбарро),22.03.2018,22.03.2018,0,,,,,,,,,,,,,,,,,,,,,
109,Сбер (Сбербанк),SBER,Мессенджер Dialog,18.12.2017,11.10.2017,68,-0.025329869624948,0.0078541394061965,-0.0177177194341996,0.0203685970392326,0.0127285997478815,0.0147186342431084,0.018915937207825,-0.002158866391239,,,,,,,0.1668563682276258,0.1628733890195423,0.033184009031144504,0.0380863164734322,0.0019900344952268993,-0.021074803599064003,
110,Альфа-банк,ACBR,Pay-Me,25.01.2018,25.01.2018,0,,,,,,,,,,,,,,,,,,,,,
111,Сбер (Сбербанк),SBER,Агрохолдинг Юрма,28.01.2018,28.01.2018,0,0.0287901373800962,0.0287901373800962,0.0752353500274597,0.0752353500274597,0.0543983106607287,0.0543983106607287,0.0725443452707983,0.0725443452707983,,,,,,,0.0761147063146312,0.0886432890928925,0.0,0.0,0.0,0.0,
112,Сбер (Сбербанк),SBER,Гатчинский комбикормовый завод (ГКЗ),18.01.2018,28.01.2018,-10,0.0120119314246111,0.0287901373800962,0.0279783771853078,0.0752353500274597,0.053334602482979,0.0543983106607287,0.1286779378878119,0.0725443452707983,,,,,,,0.0691528212751663,0.0726080463467331,0.0167782059554851,0.0472569728421519,0.0010637081777497004,-0.0561335926170136,
113,ПАО Совкомбанк,SVCB,Росевробанк,17.10.2017,17.10.2017,0,,,,,,,,,,,,,,,,,,,,,
114,Т-банк (Тинькофф),T,CloudPayments,13.10.2017,13.10.2017,0,,,,,,,,,,,,,,,,,,,,,
115,Сбер (Сбербанк),SBER,Мособлкомплекс / Складской комплекс в Лобне Московской области,27.09.2017,27.09.2017,0,0.0040501269911176,0.0040501269911176,0.0298299320311034,0.0298299320311034,0.0384417041834393,0.0384417041834393,0.0344409909876556,0.0344409909876556,,,,,,,0.0803772814700851,0.1126345154930803,0.0,0.0,0.0,0.0,
116,Сбер (Сбербанк),SBER,Poslovni Sistem Mercator d.d. (Mercator) (Словения),12.07.2017,12.07.2017,0,0.0317750714526816,0.0317750714526816,0.0752001912647446,0.0752001912647446,0.0962511054850837,0.0962511054850837,0.095083233817234,0.095083233817234,,,,,,,-0.0781737691355893,-0.025816684094113,0.0,0.0,0.0,0.0,
117,Сбер (Сбербанк),SBER,Синявинская птицефабрика,05.07.2017,05.07.2017,0,0.0192665514003093,0.0192665514003093,0.0755365688007329,0.0755365688007329,0.090408281827781,0.090408281827781,0.1273665524767718,0.1273665524767718,,,,,,,-0.1299142069165662,-0.1032176192630776,0.0,0.0,0.0,0.0,
118,Сбер (Сбербанк),SBER,Агрохолдинг Пулковский,09.06.2017,05.07.2017,-26,-0.0176714064234098,0.0192665514003093,-0.0778797891615766,0.0755365688007329,-0.075399685341296,0.090408281827781,-0.1261816359477134,0.1273665524767718,,,,,,,-0.0439454109419126,-0.0774477567937192,0.0369379578237191,0.1534163579623095,0.165807967169077,0.25354818842448523,
119,Сбер (Сбербанк),SBER,Волховский комбикормовый завод (ВККЗ),26.06.2017,05.07.2017,-9,0.0197301263082402,0.0192665514003093,-0.0072649894590512,0.0755365688007329,0.041406626340353,0.090408281827781,0.0342677163704293,0.1273665524767718,,,,,,,-0.1413921372336838,-0.1475559662752048,-0.0004635749079309019,0.0828015582597841,0.049001655487428006,0.09309883610634251,
120,Сбер (Сбербанк),SBER,Мебе-девелопмент,14.06.2017,19.06.2017,-5,-0.0760294649513034,0.0420256019800512,-0.0451617691757885,-0.0109286837147437,-0.0612752282035896,-0.0367715829888675,-0.1019919847427563,-0.0610518825303545,,,,,,,-0.0834373459534583,-0.1286182441506641,0.1180550669313546,0.034233085461044796,0.0245036452147221,0.0409401022124018,
121,Сбер (Сбербанк),SBER,DocDoc,16.03.2017,26.05.2017,-71,0.0236967855980373,-0.0104654773084371,0.0347121488532171,-0.073483904008385,0.0205232568465094,-0.0559555696937972,0.0231183747061727,-0.1214332274286089,,,,,,,-0.1045474303947064,-0.1043975736657115,-0.0341622629064744,-0.10819605286160211,-0.0764788265403066,-0.1445516021347816,
122,МТС-банк (Московский банк реконструкции и развития),MBNK,Кагальницкий молокозавод,16.10.2015,16.10.2015,0,,,,,,,,,,,,,,,,,,,,,
123,Сбер (Сбербанк),SBER,Sistema Venture Capital (Sistema VC),03.02.2017,03.02.2017,0,-0.0058914880659209,-0.0058914880659209,-0.0193799709010724,-0.0193799709010724,-0.0475749104814628,-0.0475749104814628,-0.002835110540076,-0.002835110540076,,,,,,,0.054236875047385,0.0200655814721876,0.0,0.0,0.0,0.0,
124,ПАО Совкомбанк,SVCB,Гаранти банк – Москва,10.10.2016,10.10.2016,0,,,,,,,,,,,,,,,,,,,,,
125,ПАО Совкомбанк,SVCB,КБ Пойдём!,29.04.2016,29.04.2016,0,,,,,,,,,,,,,,,,,,,,,
126,Т-банк (Тинькофф),T,Мобильное приложение В кармане,28.08.2015,28.12.2016,-488,,,,,,,,,,,,,,,,,,,,,
127,ПАО Совкомбанк,SVCB,РТС-тендер,10.10.2016,10.10.2016,0,,,,,,,,,,,,,,,,,,,,,
128,ПАО Совкомбанк,SVCB,Модульбанк (Региональный кредит),29.03.2016,29.03.2016,0,,,,,,,,,,,,,,,,,,,,,
129,ПАО Совкомбанк,SVCB,Радиотехнические и информационные (РТИ) системы,29.04.2016,29.04.2016,0,,,,,,,,,,,,,,,,,,,,,
130,Сбер (Сбербанк),SBER,Advanced Merchant Payments (AMP),17.05.2016,17.05.2016,0,0.0168757549934011,0.0168757549934011,-0.0120846494178542,-0.0120846494178542,0.0246804476217515,0.0246804476217515,0.0732016841533101,0.0732016841533101,,,,,,,0.1038143303841343,0.129775371699324,0.0,0.0,0.0,0.0,
131,ПАО Совкомбанк,SVCB,Экспресс-Волга,21.09.2015,21.09.2015,0,,,,,,,,,,,,,,,,,,,,,
132,Альфа-банк,ACBR,Райффайзенбанк,17.11.2015,17.11.2015,0,,,,,,,,,,,,,,,,,,,,,
133,Промсвязьбанк (ПСБ),PSBR,Первый объединенный банк / Первобанк,18.06.2015,18.06.2015,0,,,,,,,,,,,,,,,,,,,,,
134,Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,13.07.2015,0,,,,,,,,,,,,,,,,,,,,,
135,Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,13.07.2015,0,,,,,,,,,,,,,,,,,,,,,
136,Промсвязьбанк (ПСБ),PSBR,Юг Сибири,12.08.2015,12.08.2015,0,,,,,,,,,,,,,,,,,,,,,
137,Альфа-банк,ACBR,Балтийский банк,29.08.2014,21.08.2014,8,,,,,,,,,,,,,,,,,,,,,
138,Сбер (Сбербанк),SBER,Лизинговая компания Европлан,09.07.2015,09.07.2015,0,0.0334531608268169,0.0334531608268169,0.0463325117023406,0.0463325117023406,0.0458875822731109,0.0458875822731109,0.0133021983956806,0.0133021983956806,,,,,,,-0.0482645712736847,-0.0882831859701469,0.0,0.0,0.0,0.0,
139,Промсвязьбанк (ПСБ),PSBR,Банк Возрождение,13.07.2015,13.07.2015,0,,,,,,,,,,,,,,,,,,,,,
140,Промсвязьбанк (ПСБ),PSBR,Автовазбанк (АВБ),07.08.2015,18.06.2015,50,,,,,,,,,,,,,,,,,,,,,
141,Т-банк (Тинькофф),T,НПФ Уралсиб,02.11.2015,06.05.2015,180,,,,,,,,,,,,,,,,,,,,,
142,Сбер (Сбербанк),SBER,Plazius (Platius),12.03.2015,12.03.2015,0,-0.0270850039628126,-0.0270850039628126,-0.1221031027414574,-0.1221031027414574,-0.1052252953042813,-0.1052252953042813,-0.1603126469530607,-0.1603126469530607,,,,,,,0.1886838054799871,0.1617576162288811,0.0,0.0,0.0,0.0,
143,Сбер (Сбербанк),SBER,RuTarget,12.03.2015,12.03.2015,0,-0.0270850039628126,-0.0270850039628126,-0.1221031027414574,-0.1221031027414574,-0.1052252953042813,-0.1052252953042813,-0.1603126469530607,-0.1603126469530607,,,,,,,0.1886838054799871,0.1617576162288811,0.0,0.0,0.0,0.0,
144,ПАО Совкомбанк,SVCB,Современный коммерческий ипотечный банк (СКИБ) (ICICI Bank Eurasia Limited Liability Company (IBEL)),08.12.2014,08.12.2014,0,,,,,,,,,,,,,,,,,,,,,
145,Яндекс,YDEX,Метабар / Сервис Советник,09.12.2014,09.12.2014,0,-0.0530174437637723,-0.0530174437637723,-0.114178026342177,-0.114178026342177,-0.0861102091179158,-0.0861102091179158,-0.1425235152856955,-0.1425235152856955,,,,,,,0.1098708292639984,-0.048579789060679,0.0,0.0,0.0,0.0,
146,Сбер (Сбербанк),SBER,НПО Мостовик (г. Омск),18.11.2014,05.05.2014,197,-0.0030818555650412,0.0222628439956776,-0.024797838439641,0.0813428381997082,-0.04740676069205,0.1266351816566844,-0.0607011151543481,0.0410008822454908,,,,,,,0.015498617371938,-0.0285016892759383,0.0253446995607188,0.1061406766393492,0.17404194234873438,0.1017019973998389,
147,Сбер (Сбербанк),SBER,Промстройгрупп,28.11.2014,28.11.2014,0,-0.0004692910856347,-0.0004692910856347,-0.0319870527906815,-0.0319870527906815,-0.069210926631997,-0.069210926631997,-0.1383307634649939,-0.1383307634649939,,,,,,,0.0472869219243016,0.0290470219162573,0.0,0.0,0.0,0.0,
148,Альфа-банк,ACBR,Балтийский банк,29.08.2014,21.08.2014,8,,,,,,,,,,,,,,,,,,,,,
149,Яндекс,YDEX,Adfox,11.09.2014,11.09.2014,0,0.0126769769315527,0.0126769769315527,0.0174626750353136,0.0174626750353136,0.0443721134792008,0.0443721134792008,0.0903523187225086,0.0903523187225086,,,,,,,0.0005527115603456,0.0278461722632661,0.0,0.0,0.0,0.0,
150,Сбер (Сбербанк),SBER,Сеть солнечных электростанций (СЭС) в Крыму компании Activ Solar,26.08.2014,26.08.2014,0,-0.0057604958460709,-0.0057604958460709,-0.0477423106780029,-0.0477423106780029,-0.0170838291818112,-0.0170838291818112,0.0719210559222204,0.0719210559222204,,,,,,,-0.0889250977599874,-0.0555360478020222,0.0,0.0,0.0,0.0,
151,Яндекс,YDEX,Auto.ru,16.06.2014,16.06.2014,0,0.0048847021168254,0.0048847021168254,-0.001356732246466,-0.001356732246466,0.0285408812730899,0.0285408812730899,0.0411886114141683,0.0411886114141683,,,,,,,,,0.0,0.0,0.0,0.0,
152,Промсвязьбанк (ПСБ),PSBR,Оптифуд,18.07.2014,25.12.2013,205,,,,,,,,,,,,,,,,,,,,,
153,Сбер (Сбербанк),SBER,Группа Разгуляй,02.06.2014,23.05.2014,10,0.0140849360854834,0.0390362978692566,0.0365195890147913,0.0411540504249455,0.0361187393988936,0.0560282578971714,0.0722065382397364,0.1243037611292513,,,,,,,0.1040419563161203,0.0769683372107947,0.024951361783773204,0.004634461410154202,0.019909518498277795,0.052097222889514905,
154,Сбер (Сбербанк),SBER,ПанКлуб,13.05.2014,13.05.2014,0,0.0324301272410649,0.0324301272410649,0.0092910685154692,0.0092910685154692,0.136989278022573,0.136989278022573,0.143130544989377,0.143130544989377,,,,,,,-0.1168830781606633,-0.050128905343368,0.0,0.0,0.0,0.0,
155,Сбер (Сбербанк),SBER,Универсальная электронная карта (УЭК),22.01.2014,22.01.2014,0,-0.0039094037054009,-0.0039094037054009,-0.0274020771347337,-0.0274020771347337,-0.0316312543412555,-0.0316312543412555,-0.0311036172802398,-0.0311036172802398,,,,,,,0.0061331152592095,0.0204820281335741,0.0,0.0,0.0,0.0,
156,Сбер (Сбербанк),SBER,Multinational Logistics Partnership (MLP),27.09.2017,27.09.2017,0,0.0040501269911176,0.0040501269911176,0.0298299320311034,0.0298299320311034,0.0384417041834393,0.0384417041834393,0.0344409909876556,0.0344409909876556,,,,,,,0.0803772814700851,0.1126345154930803,0.0,0.0,0.0,0.0,
157,Сбер (Сбербанк),SBER,Международное логистическое партнерство (МЛП),14.08.2014,14.08.2014,0,0.0231179475680805,0.0231179475680805,0.0738187630531095,0.0738187630531095,0.1300371315813677,0.1300371315813677,0.0166227610876182,0.0166227610876182,,,,,,,-0.2209056424683098,-0.130417630509428,0.0,0.0,0.0,0.0,
158,Сбер (Сбербанк),SBER,Верхнекамская калийная компания (ВКК),27.04.2016,27.04.2016,0,0.0357436268529203,0.0357436268529203,0.0367952451284484,0.0367952451284484,-0.0026595101676666,-0.0026595101676666,0.0484472597427324,0.0484472597427324,,,,,,,0.1542427489261675,0.121872663647127,0.0,0.0,0.0,0.0,
159,ПАО Совкомбанк,SVCB,Джии мани банк,26.12.2013,29.04.2013,241,,,,,,,,,,,,,,,,,,,,,
160,Яндекс,YDEX,Кинопоиск,15.10.2013,15.10.2013,0,,,,,,,,,,,,,,,,,,,,,
161,Сбер (Сбербанк),SBER,Красная поляна,05.06.2013,05.06.2013,0,-0.0195173228480567,-0.0195173228480567,-0.0207990835005502,-0.0207990835005502,-0.0921539398554144,-0.0921539398554144,-0.1362813304309729,-0.1362813304309729,,,,,,,0.0414952139475686,0.0306086253758612,0.0,0.0,0.0,0.0,
162,Сбер (Сбербанк),SBER,Citigroup Turkey,11.03.2013,11.03.2013,0,0.0073418703917905,0.0073418703917905,0.0082048828464841,0.0082048828464841,-0.0246707556733288,-0.0246707556733288,-0.0711439911504117,-0.0711439911504117,,,,,,,-0.006865585866594,0.0178300597966524,0.0,0.0,0.0,0.0,
163,Сбер (Сбербанк),SBER,Яндекс. Деньги,19.12.2012,20.12.2012,-1,0.0105917563028555,-0.0177330160267017,-0.0090767051813945,-0.0111178832591467,-0.0128223038272704,-0.0107549691130631,0.0124618163708541,-0.0093199305252468,,,,,,,0.0283542353241501,0.0437602667477875,-0.0283247723295572,-0.0020411780777522,0.0020673347142072997,-0.0217817468961009,
164,Альфа-банк,ACBR,Электронная торговая площадка (ЭТП) ММВБ,05.06.2013,05.06.2013,0,,,,,,,,,,,,,,,,,,,,,
165,Т-банк (Тинькофф),T,Страховая компания Москва,19.06.2013,19.06.2013,0,,,,,,,,,,,,,,,,,,,,,
166,Альфа-банк,ACBR,Главный информационно-вычислительный центр Москвы (ГИВЦ Москвы),16.10.2012,27.02.2013,-134,,,,,,,,,,,,,,,,,,,,,
167,Сбер (Сбербанк),SBER,Мясокомбинат Усть-Лабинский,13.02.2013,13.02.2013,0,0.0071184575699193,0.0071184575699193,0.0056070463786044,0.0056070463786044,0.0027871600526636,0.0027871600526636,-0.0284185273203111,-0.0284185273203111,,,,,,,0.1432692325429796,0.1583754865147618,0.0,0.0,0.0,0.0,
168,Альфа-банк,ACBR,Белросбанк,26.11.2012,26.11.2012,0,,,,,,,,,,,,,,,,,,,,,
169,Сбер (Сбербанк),SBER,Denizbank,08.06.2012,25.05.2012,14,0.0117351420350088,0.0205321821097366,0.0611345937008344,0.0101917611787702,0.033308691036481,-0.0181266140713888,0.032424434245269,-0.1099728255151673,,,,,,,-0.1526201388799387,-0.094279259849906,0.008797040074727801,-0.0509428325220642,-0.0514353051078698,-0.1423972597604363,
170,Сбер (Сбербанк),SBER,БНП Париба Восток / Cetelem,18.07.2012,18.07.2012,0,0.0135820540406148,0.0135820540406148,-0.0318660933525005,-0.0318660933525005,-0.046464661705116,-0.046464661705116,-0.0127130885991897,-0.0127130885991897,,,,,,,0.1461416019041906,0.1585174508098682,0.0,0.0,0.0,0.0,
171,Сбер (Сбербанк),SBER,Базэл аэро,31.10.2011,26.06.2012,-239,-0.0982623109674115,0.0074612434558674,-0.0122057085827157,0.0084775329471634,0.0107365461385522,0.0566651326400897,0.0041798498739838,0.1127921228612653,,,,,,,0.0561468350743467,0.0697704094761093,0.10572355442327891,0.020683241529879097,0.0459285865015375,0.1086122729872815,
172,Сбер (Сбербанк),SBER,Корус Консалтинг СНГ,22.05.2012,22.05.2012,0,0.0067333492261044,0.0067333492261044,-0.0749513695077747,-0.0749513695077747,-0.0332603902726839,-0.0332603902726839,-0.114282145750337,-0.114282145750337,,,,,,,-0.0803477121302307,-0.1502663466444713,0.0,0.0,0.0,0.0,
173,Яндекс,YDEX,Seedcamp,27.04.2012,27.04.2012,0,,,,,,,,,,,,,,,,,,,,,
174,Сбер (Сбербанк),SBER,База отдыха Ласточка,27.10.2012,27.10.2012,0,-0.0186195699508973,-0.0186195699508973,-0.0189948596431464,-0.0189948596431464,-0.011922740436449,-0.011922740436449,-0.0509869002014108,-0.0509869002014108,,,,,,,-0.0291806717793559,-0.0514626871236008,0.0,0.0,0.0,0.0,
175,Сбер (Сбербанк),SBER,Московский городской гольф-клуб,05.04.2012,06.04.2012,-1,-0.0232575426402729,-0.0030828317959854,0.0110305697397879,0.0101348773298913,-0.0007812834435575,0.0063864199074683,-0.0373414390191354,-0.0063618626552478,,,,,,,-0.021940596924134,0.0062160636562085,0.0201747108442875,-0.0008956924098965993,0.0071677033510258,0.0309795763638876,
176,Сбер (Сбербанк),SBER,Volksbank,08.09.2011,27.02.2012,-172,0.0332022454588236,0.0273543243562921,-0.0227906414924429,0.0370316059315611,-0.0432008346746392,0.0564378961424145,-0.0416894201732249,0.0557764778428231,,,,,,,-0.1654570530532,-0.1804903144511492,-0.005847921102531503,0.059822247424004,0.0996387308170537,0.09746589801604799,
177,Сбер (Сбербанк),SBER,Sberbank CIB (Тройка Диалог),20.01.2012,20.01.2012,0,0.0034996897977849,0.0034996897977849,0.0376130638394761,0.0376130638394761,0.0768048611200166,0.0768048611200166,0.137833136999865,0.137833136999865,,,,,,,-0.022304556337366,0.0010662248067967,0.0,0.0,0.0,0.0,
178,Сбер (Сбербанк),SBER,Альянс Лайф,17.10.2011,12.01.2012,-87,0.0404948635785936,-0.035400438754918,0.1489635467646143,0.017850794872273,0.2187605701087576,0.0278164699330515,0.1649183103549655,0.1332538109035032,,,,,,,-0.1385343597135158,0.0035206019567971,-0.0758953023335116,-0.13111275189234128,-0.1909441001757061,-0.031664499451462325,
179,Росбанк,ROSB,Агентство по возврату долгов (АВД),29.12.2011,01.12.2011,28,,,,,,,,,,,,,,,,,,,,,
180,Росбанк,ROSB,Телсиком,03.11.2011,01.12.2011,-28,,,,,,,,,,,,,,,,,,,,,
181,Сбер (Сбербанк),SBER,SLB Commercial Bank,30.11.2011,01.12.2011,-1,0.057175471175252,0.0823910753380425,0.1787505468142071,0.0981158949643152,0.1172293750760871,0.1198795065537539,0.018260415969769,0.0394913673548384,,,,,,,-0.0053101630624637,0.0710869348910538,0.025215604162790506,-0.0806346518498919,0.002650131477666795,0.0212309513850694,
182,Сбер (Сбербанк),SBER,Интеко,07.09.2011,01.12.2011,-85,0.0637666745758092,0.0823910753380425,-0.0634892417826663,0.0981158949643152,-0.0213053152027816,0.1198795065537539,0.0591567704443851,0.0394913673548384,,,,,,,-0.1759182578816822,-0.2273202447413781,0.018624400762233304,0.16160513674698151,0.1411848217565355,-0.0196654030895467,
183,Сбер (Сбербанк),SBER,Курганнефтепродукт,01.12.2011,01.12.2011,0,0.0823910753380425,0.0823910753380425,0.0981158949643152,0.0981158949643152,0.1198795065537539,0.1198795065537539,0.0394913673548384,0.0394913673548384,,,,,,,-0.0562672352727328,0.094657666683344,0.0,0.0,0.0,0.0,
184,Сбер (Сбербанк),SBER,Таганрогский мазутный терминал,09.11.2010,01.12.2011,-387,-0.0263849574045202,0.0823910753380425,-0.0572078449131703,0.0981158949643152,-0.0658842632490578,0.1198795065537539,-0.0366498320022388,0.0394913673548384,,,,,,,0.2084508437616965,0.2227463223996488,0.1087760327425627,0.1553237398774855,0.1857637698028117,0.0761411993570772,
185,Сбер (Сбербанк),SBER,Химкомбинат Сода-Хлорат,08.10.2010,01.12.2011,-419,0.0045954761382815,0.0823910753380425,0.0158812271220346,0.0981158949643152,0.0722339347167831,0.1198795065537539,0.1944554323025714,0.0394913673548384,,,,,,,0.1538524956054672,0.1707267613539711,0.077795599199761,0.0822346678422806,0.047645571836970796,-0.154964064947733,
186,Сбер (Сбербанк),SBER,Мосстройвозрождение,15.11.2011,15.11.2011,0,-0.0134857002804537,-0.0134857002804537,0.0150136939642384,0.0150136939642384,-0.0752759732024123,-0.0752759732024123,0.0160336953619988,0.0160336953619988,,,,,,,0.2261718080023796,0.1806249387474227,0.0,0.0,0.0,0.0,
187,Сбер (Сбербанк),SBER,Павловскгранит,30.09.2011,30.09.2011,0,-0.0338464800679417,-0.0338464800679417,-0.0902147342508217,-0.0902147342508217,-0.070193255081115,-0.070193255081115,0.018317009700262,0.018317009700262,,,,,,,-0.1386797760101943,-0.0716360372608128,0.0,0.0,0.0,0.0,
188,Сбер (Сбербанк),SBER,Премиум Спиритс,02.08.2011,02.08.2011,0,-0.0217270593970242,-0.0217270593970242,-0.0555153181936473,-0.0555153181936473,-0.1129976297617073,-0.1129976297617073,-0.1506539584230565,-0.1506539584230565,,,,,,,0.079657734421828,0.0862064802644655,0.0,0.0,0.0,0.0,
189,Сбер (Сбербанк),SBER,Спортлото,14.05.2011,14.05.2011,0,-0.0021477443262895,-0.0021477443262895,-0.0078323437720919,-0.0078323437720919,-0.0677051198413659,-0.0677051198413659,-0.0244130364499916,-0.0244130364499916,,,,,,,-0.0980116687282147,-0.1006206934153154,0.0,0.0,0.0,0.0,
190,Промсвязьбанк (ПСБ),PSBR,Касса 24,07.03.2011,07.03.2011,0,,,,,,,,,,,,,,,,,,,,,
191,Сбер (Сбербанк),SBER,Nitol Solar,02.03.2011,02.03.2011,0,-0.0012201165387801,-0.0012201165387801,0.0452612187290797,0.0452612187290797,0.0433658373844781,0.0433658373844781,-0.0497522761600576,-0.0497522761600576,,,,,,,-0.0893846360161394,-0.0747719187442033,0.0,0.0,0.0,0.0,
192,Сбер (Сбербанк),SBER,Страховая компания Ангара,23.12.2010,23.12.2010,0,-0.0053240739548992,-0.0053240739548992,-0.0104842722118575,-0.0104842722118575,-0.0309429085459735,-0.0309429085459735,-0.0034333320178697,-0.0034333320178697,,,,,,,0.0587408418646119,0.0645602965716962,0.0,0.0,0.0,0.0,
193,Сбер (Сбербанк),SBER,Бизнес-центр в Омске,02.11.2010,02.11.2010,0,0.0192197103966063,0.0192197103966063,0.0345316364877781,0.0345316364877781,0.0137594316186968,0.0137594316186968,0.0064581341601727,0.0064581341601727,,,,,,,0.2015347292495765,0.2048470775263285,0.0,0.0,0.0,0.0,
194,Сбер (Сбербанк),SBER,Детский мир,07.11.2010,02.11.2010,5,0.0041751505681009,0.0192197103966063,-0.0402619549136967,0.0345316364877781,-0.0201383191698263,0.0137594316186968,-0.0244697262323854,0.0064581341601727,,,,,,,0.1879366180557783,0.2019264093681138,0.0150445598285054,0.07479359140147479,0.0338977507885231,0.0309278603925581,
195,Альфа-банк,ACBR,Банк Северная казна,30.06.2010,30.06.2010,0,,,,,,,,,,,,,,,,,,,,,
196,Промсвязьбанк (ПСБ),PSBR,Волгопромбанк,30.06.2010,30.06.2010,0,,,,,,,,,,,,,,,,,,,,,
197,Промсвязьбанк (ПСБ),PSBR,Нижний Новгород банк,30.06.2010,30.06.2010,0,,,,,,,,,,,,,,,,,,,,,
198,Сбер (Сбербанк),SBER,Strategy Partners,25.06.2010,25.06.2010,0,-0.008854346938331,-0.008854346938331,-0.0892840971671575,-0.0892840971671575,-0.0661801040269359,-0.0661801040269359,0.0642962671050674,0.0642962671050674,,,,,,,0.0042530443651627,0.0085117833071372,0.0,0.0,0.0,0.0,
199,Сбер (Сбербанк),SBER,Арзил,30.06.2010,30.06.2010,0,-0.1044491112871379,-0.1044491112871379,-0.0874649821917228,-0.0874649821917228,-0.0577261587329788,-0.0577261587329788,0.0863356299781008,0.0863356299781008,,,,,,,0.061700780730804,0.0206487550204774,0.0,0.0,0.0,0.0,
200,Сбер (Сбербанк),SBER,Вестер,27.08.2009,30.06.2010,-307,-0.0108343060988762,-0.1044491112871379,0.0114547790491827,-0.0874649821917228,0.142504597679169,-0.0577261587329788,0.1822608737045771,0.0863356299781008,,,,,,,0.2321881588897709,0.2662848034600641,-0.0936148051882617,-0.0989197612409055,-0.20023075641214783,-0.0959252437264763,
201,Сбер (Сбербанк),SBER,Загорский лакокрасочный завод,30.06.2010,30.06.2010,0,-0.1044491112871379,-0.1044491112871379,-0.0874649821917228,-0.0874649821917228,-0.0577261587329788,-0.0577261587329788,0.0863356299781008,0.0863356299781008,,,,,,,0.061700780730804,0.0206487550204774,0.0,0.0,0.0,0.0,
