block_label,metric_name,n,mean,median,std,t_stat,p_value
fast_reaction_intraday,CAR_ANN_INTRADAY_15M,63,-0.0020781933548372766,8.07655248691112e-05,0.019223841758853246,-0.8580568122926181,0.3941660988137266
fast_reaction_intraday,CAR_ANN_INTRADAY_30M,63,-0.0034172128743685335,8.46254322241799e-06,0.01986503522406245,-1.3653782146224283,0.1770678734178362
fast_reaction_intraday,CAR_ANN_INTRADAY_1H,63,-0.0034039308159667376,-0.0003687083847000687,0.022672135475300573,-1.1916770383974293,0.23792960231890328
fast_reaction_intraday,CAR_INTRADAY_PRE_4_0,0,,,,,
fast_reaction_intraday,ratio_1h_vs_day,63,19.977475387529225,11.954134884105558,120.25514424914564,1.3185822202036452,0.1921590050981655
