source_row_excel,buyer_ticker,buyer_company,deal_object,event_name,release_date,release_time,is_off_market_release,anchor_trade_date,anchor_timestamp_msk,trade_day_offset,timestamp_msk,price_at_timestamp_rub,volume_during_timestamp_plus_15m_mn_rub
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T12:00:00+03:00,303.03,68.96904462499998
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T12:15:00+03:00,302.83,115.9061450025
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T12:30:00+03:00,302.26,302.243713695
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T12:45:00+03:00,301.75,73.110115375
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T13:00:00+03:00,301.75,200.12034401999998
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T13:15:00+03:00,301.51,228.31023426
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T13:30:00+03:00,301.76,185.46205178
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T13:45:00+03:00,301.66,84.27153261500001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T14:00:00+03:00,301.64,130.8885610725
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T14:15:00+03:00,301.38,60.16423929250001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T14:30:00+03:00,301.9,89.12120958
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T14:45:00+03:00,301.68,187.813045875
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T15:00:00+03:00,301.18,830.80304445
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T15:15:00+03:00,301.35,562.2464710075001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T15:30:00+03:00,301.6,590.409686735
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T15:45:00+03:00,301.51,712.940228565
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T16:00:00+03:00,301.25,253.58861151749997
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T16:15:00+03:00,301.61,189.030067275
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T16:30:00+03:00,301.67,132.7181867825
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T16:45:00+03:00,302.11,137.05088493
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T17:00:00+03:00,302.04,183.92952864999998
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T17:15:00+03:00,302.38,118.635419805
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T17:30:00+03:00,302.13,68.70315594999998
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T17:45:00+03:00,302.15,56.43620730000001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T18:00:00+03:00,302.04,51.07145595749999
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T18:15:00+03:00,302.04,181.44244251
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T18:30:00+03:00,302.62,136.66233856
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T18:45:00+03:00,302.86,11.84243172
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T19:00:00+03:00,302.75,70.29985685000001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T19:15:00+03:00,302.74,38.176095075000006
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T19:30:00+03:00,302.6,43.79246895000001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T19:45:00+03:00,302.6,57.5455951425
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T20:00:00+03:00,302.2,26.519622772499996
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T20:15:00+03:00,302.14,23.6453971125
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T20:30:00+03:00,301.9,50.375648399999996
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T20:45:00+03:00,301.91,76.2149268
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T21:00:00+03:00,301.52,27.7593189525
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T21:15:00+03:00,301.5,36.109901417500005
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T21:30:00+03:00,301.88,16.524511450000002
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T21:45:00+03:00,301.8,42.7475556
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T22:00:00+03:00,301.8,10.301174962500001
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T22:15:00+03:00,301.76,9.74241136
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T22:30:00+03:00,301.55,23.081029230000002
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T22:45:00+03:00,301.65,18.022652899999997
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T23:00:00+03:00,301.8,46.9068047325
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T23:15:00+03:00,301.93,8.444444899999999
2,SBER,Сбер (Сбербанк),Группа компаний Элемент,first_press_release,2025-09-19,10:11,0,2025-09-19,2025-09-19T10:00:00+03:00,-1,2025-09-18T23:30:00+03:00,301.91,27.950222834999998
