rows_total,rows_resolved,off_market_releases,table_1_rows,table_2_1_rows,table_2_2_rows,table_2_3_rows,rate_limit_hits_total,generated_at_msk,source_sheet
207,173,8,10076,63221,63869,62853,0,2026-03-22T00:40:17.293812+03:00,Deals_sorted
